Date,Receipt number,Receipt type,Gross sales,Discounts,Net sales,Taxes,Total collected,Cost of goods,Gross profit,Payment type,Description,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Status
8/28/20 1:43 PM,5-2545,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:42 PM,5-2544,Sale,53.00,0.00,53.00,0.00,53.00,0.00,53.00,Card,"2 x Weekly Promo Food, 2 x Tea WP (Iced), 1 x Creamy Curry (Chicken), 1 x Mee Goreng (Beef), 1 x Mineral Water (Iced), 1 x A&W Root Beer",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:41 PM,5-2543,Sale,34.00,0.00,34.00,0.00,34.00,0.00,34.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Aglio Olio (Chicken), 2 x Tea (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:38 PM,5-2542,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Cash,2 x Burnt Cheesecake,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:37 PM,5-2541,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Butterscotch Latte (Iced),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:35 PM,5-2540,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Married Salted Caramel,Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:34 PM,5-2539,Sale,39.00,0.00,39.00,0.00,39.00,0.00,39.00,Cash,"1 x Tea (Iced), 1 x Chocolate Nutella, 1 x Solo Salted Caramel, 1 x Married Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:33 PM,5-2538,Sale,17.00,0.00,17.00,0.00,17.00,0.00,17.00,Others (make note),"1 x Tea (Iced), 1 x Masak Lemak Cili Api (Beef)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:31 PM,5-2537,Sale,43.00,0.00,43.00,0.00,43.00,0.00,43.00,Card,"2 x Arabiatta (Beef), 1 x Burnt Cheesecake, 1 x Tea (Iced)",Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:30 PM,5-2536,Sale,32.00,0.00,32.00,0.00,32.00,0.00,32.00,Cash,"1 x Arabiatta (Beef), 1 x Lemon Tea (Iced), 1 x Married Salted Caramel",Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:29 PM,5-2535,Sale,34.00,0.00,34.00,0.00,34.00,0.00,34.00,Card,"1 x Yeung Chow Fried Rice (Seafood), 1 x Honey Chilli Chicken, 1 x Lemon Tea (Iced), 1 x Mineral Water (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:28 PM,5-2534,Sale,28.50,0.00,28.50,0.00,28.50,0.00,28.50,Card,"1 x Tom Yam Fried Rice (Beef), 1 x Nasi Goreng Kampung (Chicken), 1 x Mineral Water (Iced), 1 x Teh Tarik (Iced)",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:26 PM,5-2533,Sale,21.00,0.00,21.00,0.00,21.00,0.00,21.00,Cash,"1 x Tom Yam Fried Rice (Beef), 1 x Weekly Promo Food, 1 x Tea WP (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:24 PM,5-2532,Sale,161.00,0.00,161.00,0.00,161.00,0.00,161.00,Card,"1 x Crusted Chicken Chop Chop (Fries), 1 x Mac & Cheese (Chicken), 1 x Aglio Olio (Seafood), 1 x Kinder Bueno Affle, 2 x Latte (Iced), 1 x Very Strawberry, 1 x Salted Caramel Latte (Iced), 1 x Carbonara (Chicken), 2 x Crusted Chicken Chop Chop (Fries), 1 x Teh Tarik (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:22 PM,5-2531,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:21 PM,5-2530,Sale,12.50,0.00,12.50,0.00,12.50,0.00,12.50,Others (make note),1 x Burnt Cheesecake,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:20 PM,5-2529,Sale,17.00,0.00,17.00,0.00,17.00,0.00,17.00,Cash,"1 x Salted Egg Chicken, 1 x Mineral Water (No Ice)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:18 PM,5-2528,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Card,"1 x Masak Lemak Cili Api (Seafood), 1 x Latte (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:17 PM,5-2527,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Others (make note),"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:16 PM,5-2526,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Card,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:14 PM,5-2525,Sale,25.00,0.00,25.00,0.00,25.00,0.00,25.00,Card,"1 x Nasi Goreng Kampung (Chicken), 1 x Aglio Olio (Chicken), 1 x Tea (Iced)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:13 PM,5-2524,Sale,63.00,0.00,63.00,0.00,63.00,0.00,63.00,Card,"2 x Aglio Olio (Seafood), 1 x Mint & Lime, 1 x Salted Caramel Milk (Iced), 1 x Married Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:12 PM,5-2523,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Card,"1 x Masak Lemak Cili Api (Chicken), 1 x Tea (Iced), 1 x Married Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:10 PM,5-2522,Sale,59.00,0.00,59.00,0.00,59.00,0.00,59.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Stoner Fries, 1 x Aglio Olio (Chicken), 2 x Coca-Cola, 1 x Smores Toast",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:08 PM,5-2521,Sale,50.00,0.00,50.00,0.00,50.00,0.00,50.00,Cash,"1 x Masak Lemak Cili Api (Chicken), 1 x Creamy Curry (Chicken), 1 x Chocolate (Iced), 1 x Married Salted Caramel",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:06 PM,5-2520,Sale,36.00,0.00,36.00,0.00,36.00,0.00,36.00,Cash,3 x Burnt Cheesecake,Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:05 PM,5-2519,Sale,32.00,0.00,32.00,0.00,32.00,0.00,32.00,Cash,"1 x Tom Yam Fried Rice (Seafood), 1 x Bulgogi Beef Fries, 1 x Peach Tea (Iced)",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:03 PM,5-2518,Sale,19.00,0.00,19.00,0.00,19.00,0.00,19.00,Cash,"1 x Honey Chilli Chicken, 1 x Lemon Tea (Iced)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:01 PM,5-2517,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Boost,1 x Chocolate Nutella,Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 1:00 PM,5-2516,Sale,34.50,0.00,34.50,0.00,34.50,0.00,34.50,Card,"1 x Weekly Promo Food, 1 x Stoner Fries, 1 x Creme Brulee Milk (Iced)",Table 10,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:59 PM,5-2515,Sale,77.00,0.00,77.00,0.00,77.00,0.00,77.00,Card,"2 x Salted Egg Chicken, 1 x Tom Yam Fried Rice (Seafood), 1 x Lemon Tea (Iced), 1 x Salted Caramel Milk (Iced), 1 x Midnight Currant, 1 x Burnt Cheesecake",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:57 PM,5-2514,Sale,22.00,0.00,22.00,0.00,22.00,0.00,22.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Married Salted Caramel",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:55 PM,5-2513,Sale,62.00,0.00,62.00,0.00,62.00,0.00,62.00,Cash,"1 x Chocolate (Iced), 1 x Bulgogi Beef Fries, 2 x Mineral Water (Iced), 3 x Weekly Promo Food, 3 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:54 PM,5-2512,Sale,42.00,0.00,42.00,0.00,42.00,0.00,42.00,Cash,"1 x Salted Egg Chicken, 1 x Butter Chicken, 1 x Salted Caramel Milk (Hot), 1 x Creme Brulee Milk (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:51 PM,5-2511,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,Card,"2 x Weekly Promo Food, 2 x Tea WP (Iced)",Table 7,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:49 PM,5-2510,Sale,26.00,0.00,26.00,0.00,26.00,0.00,26.00,Cash,"1 x Aglio Olio (Chicken), 1 x Mocha (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:45 PM,5-2509,Sale,47.00,0.00,47.00,0.00,47.00,0.00,47.00,Cash,"2 x Soy Glazed Chicken, 1 x Marinated Pan Seared Grilled Chicken (White Rice), 1 x Lemon Tea (Iced)",Table 17,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:43 PM,5-2508,Sale,50.00,0.00,50.00,0.00,50.00,0.00,50.00,Card,"1 x Fried Kuay Teow (Chicken), 1 x Crusted Chicken Chop Chop (Fries), 1 x Salted Caramel Latte (Iced), 1 x Cookies & Cream Frappe",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:40 PM,5-2507,Sale,10.50,0.00,10.50,0.00,10.50,0.00,10.50,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:39 PM,5-2506,Sale,39.00,0.00,39.00,0.00,39.00,0.00,39.00,Cash,"1 x Soy Glazed Chicken, 1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Mineral Water (Iced), 1 x Creme Brulee Latte (Hot)",Table 1,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:38 PM,5-2505,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,TnGo e-Wallet,1 x Burnt Cheesecake,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:36 PM,5-2504,Sale,23.00,0.00,23.00,0.00,23.00,0.00,23.00,Card,"2 x Weekly Promo Food, 2 x Tea WP (Iced)",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:35 PM,5-2503,Sale,10.50,0.00,10.50,0.00,10.50,0.00,10.50,Maybank QRPay,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:34 PM,5-2502,Sale,59.00,0.00,59.00,0.00,59.00,0.00,59.00,Cash,"2 x Weekly Promo Food, 2 x Tea WP (Iced), 1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Crusted Chicken Chop Chop (White Rice), 1 x A&W Root Beer, 1 x Mineral Water (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:32 PM,5-2501,Sale,123.50,0.00,123.50,0.00,123.50,0.00,123.50,Maybank QRPay,"3 x Weekly Promo Food, 1 x Crusted Chicken Chop Chop (Fries), 1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Bulgogi Beef Fries, 1 x Very Strawberry, 2 x Mineral Water (Iced), 1 x Cookies & Cream Frappe, 1 x Chocolate (Iced)",Table 17,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:27 PM,5-2500,Sale,34.00,0.00,34.00,0.00,34.00,0.00,34.00,TnGo e-Wallet,"1 x Country Style Omelette, 1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Married Salted Caramel",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:22 PM,5-2499,Sale,40.00,0.00,40.00,0.00,40.00,0.00,40.00,Card,"4 x Weekly Promo Food, 4 x Tea WP (Iced)",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:08 PM,5-2498,Sale,16.00,0.00,16.00,0.00,16.00,0.00,16.00,Card,"1 x Creamy Curry (Chicken), 1 x Tea (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:04 PM,5-2497,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Teh Tarik (Hot),Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:02 PM,5-2496,Sale,23.00,0.00,23.00,0.00,23.00,0.00,23.00,Card,"1 x Weekly Promo Food, 1 x Tea WP (Iced), 1 x Fried Kuay Teow (Seafood)",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:01 PM,5-2495,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,"1 x Fried Kuay Teow (Chicken), 1 x Teh Tarik (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:00 PM,5-2494,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Cash,1 x Arabiatta (Beef),Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 12:00 PM,5-2493,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,"1 x Tom Yam Fried Rice (Chicken), 1 x Tea (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:59 AM,5-2492,Sale,10.00,0.00,10.00,0.00,10.00,0.00,10.00,Cash,"1 x Weekly Promo Food, 1 x Tea WP (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:59 AM,5-2491,Sale,18.00,0.00,18.00,0.00,18.00,0.00,18.00,Cash,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:56 AM,5-2490,Sale,26.00,0.00,26.00,0.00,26.00,0.00,26.00,Cash,"2 x Weekly Promo Food, 2 x Tea WP (Iced), 2 x Mineral Water (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:54 AM,5-2489,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Mineral Water (Iced),Table 17,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:47 AM,5-2488,Sale,52.00,0.00,52.00,0.00,52.00,0.00,52.00,Cash,"1 x Fried Kuay Teow (Seafood), 1 x Masak Lemak Cili Api (Chicken), 1 x Kinder Bueno Affle, 3 x Mineral Water (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:45 AM,5-2487,Sale,7.00,0.00,7.00,0.00,7.00,0.00,7.00,Cash,1 x Spring Rolls,Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:42 AM,5-2486,Sale,13.50,0.00,13.50,0.00,13.50,0.00,13.50,Cash,1 x Butter Chicken,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:37 AM,5-2485,Sale,19.00,0.00,19.00,0.00,19.00,0.00,19.00,Cash,"1 x Fries, 1 x Salted Caramel Latte (Iced)",Table 17,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:36 AM,5-2484,Sale,43.00,0.00,43.00,0.00,43.00,0.00,43.00,Cash,"1 x Nasi Goreng Kampung (Seafood), 1 x Big Breakfast (Scrambled), 1 x Extras, 1 x Peach Tea (Iced), 1 x Teh Tarik (Iced)",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:32 AM,5-2483,Sale,28.00,0.00,28.00,0.00,28.00,0.00,28.00,Card,"1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Creamy Curry (Chicken)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:21 AM,5-2482,Sale,13.50,0.00,13.50,0.00,13.50,0.00,13.50,Cash,1 x Arabiatta (Chicken),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:20 AM,5-2481,Sale,9.00,0.00,9.00,0.00,9.00,0.00,9.00,Cash,"1 x Tea (Iced), 1 x Fries",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 11:11 AM,5-2480,Sale,41.50,0.00,41.50,0.00,41.50,0.00,41.50,Cash,"2 x Salted Egg Chicken, 1 x Butter Chicken",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 10:55 AM,5-2479,Sale,54.00,0.00,54.00,0.00,54.00,0.00,54.00,Card,"1 x Mocha (Iced), 1 x Vanilla Latte (Hot), 1 x Marinated Pan Seared Grilled Chicken (Fries), 1 x Mac & Cheese (Chicken)",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 10:44 AM,5-2478,Sale,65.00,0.00,65.00,0.00,65.00,0.00,65.00,Cash,"1 x Belgian Waffle, 1 x Stoner Fries, 1 x Smores Toast, 1 x Swedish Blueberry, 1 x Latte (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 10:04 AM,5-2477,Sale,48.00,0.00,48.00,0.00,48.00,0.00,48.00,Cash,"1 x Classic Grilled Cheese, 1 x Big Breakfast (Scrambled), 1 x Cappuccino (Hot), 1 x Teh Tarik (Iced)",Table 12,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 9:44 AM,5-2476,Sale,87.00,0.00,87.00,0.00,87.00,0.00,87.00,Card,"1 x Long Black (Iced), 2 x Latte (Iced), 2 x Big Breakfast (Scrambled), 1 x Fried Kuay Teow (Seafood), 1 x Extras",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 9:41 AM,5-2475,Sale,53.00,0.00,53.00,0.00,53.00,0.00,53.00,Cash,"1 x Big Breakfast (Scrambled), 1 x Salted Caramel Latte (Iced), 1 x Peach Tea (Iced), 1 x Stoner Fries",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 9:26 AM,5-2474,Sale,22.00,0.00,22.00,0.00,22.00,0.00,22.00,Cash,"1 x Flat White, 1 x Latte (Hot)",Table 17,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 9:10 AM,5-2473,Sale,7.00,0.00,7.00,0.00,7.00,0.00,7.00,Card,1 x Long Black (Hot),Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 9:03 AM,5-2472,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Card,"1 x Big Breakfast (Scrambled), 1 x Latte (Hot)",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 8:46 AM,5-2471,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Card,"1 x Big Breakfast (Scrambled), 1 x Latte (Hot)",Table 5,POS 2020,Glaze Eatery,Owner,,,Closed
8/28/20 8:44 AM,5-2470,Sale,76.00,0.00,76.00,0.00,76.00,0.00,76.00,TnGo e-Wallet,"1 x Big Breakfast (Scrambled), 1 x Country Style Omelette, 1 x Mushroom on Toast, 1 x English Breakfast, 1 x Flat White, 1 x Mocha (Hot)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:49 PM,5-2469,Sale,7.00,0.00,7.00,0.00,7.00,0.00,7.00,Cash,1 x Espresso,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:40 PM,5-2468,Sale,33.00,0.00,33.00,0.00,33.00,0.00,33.00,Cash,"1 x Butterscotch Milk (Iced), 1 x Very Strawberry, 1 x Married Salted Caramel",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:32 PM,5-2467,Sale,48.00,0.00,48.00,0.00,48.00,0.00,48.00,TnGo e-Wallet,"1 x Extra Charge Kitchen, 1 x Bulgogi Beef Fries, 1 x Kinder Bueno Affle",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:26 PM,5-2466,Sale,13.00,0.00,13.00,0.00,13.00,0.00,13.00,Cash,1 x Salted Caramel Latte (Iced),Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:20 PM,5-2465,Sale,3.50,0.00,3.50,0.00,3.50,0.00,3.50,Maybank QRPay,1 x Cheese Kaya Toast,Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:18 PM,5-2464,Sale,6.00,0.00,6.00,0.00,6.00,0.00,6.00,Maybank QRPay,1 x Fudgy Brownie,Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:17 PM,5-2463,Sale,24.00,0.00,24.00,0.00,24.00,0.00,24.00,Card,"1 x Solo Salted Caramel, 1 x Extra Charge Bar",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:12 PM,5-2462,Sale,0.50,0.00,0.50,0.00,0.50,0.00,0.50,Cash,1 x Tapao,Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:08 PM,5-2461,Sale,20.50,0.00,20.50,0.00,20.50,0.00,20.50,Card,"1 x Carbonara (Beef), 1 x Mineral Water (Iced), 1 x Cheese Kaya Toast",Table 9,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:07 PM,5-2460,Sale,24.00,0.00,24.00,0.00,24.00,0.00,24.00,Card,2 x Cappuccino (Iced),Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:05 PM,5-2459,Sale,20.00,0.00,20.00,0.00,20.00,0.00,20.00,Cash,"1 x Carbonara (Beef), 1 x Peach Tea (Iced)",Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:04 PM,5-2458,Sale,14.00,0.00,14.00,0.00,14.00,0.00,14.00,Card,1 x Salted Egg Chicken,Table 4,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:03 PM,5-2457,Sale,17.50,0.00,17.50,0.00,17.50,0.00,17.50,Cash,"1 x Butter Chicken, 1 x Teh Tarik (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 10:00 PM,5-2456,Sale,51.00,0.00,51.00,0.00,51.00,0.00,51.00,Cash,"1 x Salted Egg Chicken, 1 x Mac & Cheese (Beef), 1 x Soy Glazed Chicken, 1 x Tea (Iced), 1 x Teh Tarik (Hot), 1 x Mineral Water (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:58 PM,5-2455,Sale,35.00,0.00,35.00,0.00,35.00,0.00,35.00,Cash,"1 x Honey Chilli Chicken, 1 x Very Strawberry, 1 x Long Black (Iced)",Table 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:57 PM,5-2454,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Mineral Water (Iced),Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:54 PM,5-2453,Sale,12.00,0.00,12.00,0.00,12.00,0.00,12.00,Cash,1 x Married Salted Caramel,Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:53 PM,5-2452,Sale,16.00,0.00,16.00,0.00,16.00,0.00,16.00,Cash,"1 x Weekly Promo Food, 1 x Lemon Tea (Iced)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:52 PM,5-2451,Sale,32.00,0.00,32.00,0.00,32.00,0.00,32.00,Card,"1 x Salted Egg Chicken, 1 x Peach Tea (Iced), 1 x Country Style Omelette",Out 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:49 PM,5-2450,Sale,51.00,0.00,51.00,0.00,51.00,0.00,51.00,Cash,"1 x Lemon Tea (Iced), 1 x Chocolate (Iced), 1 x Crusted Chicken Chop Chop (Fries), 1 x Marinated Pan Seared Grilled Chicken (Fries)",Table 13,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:32 PM,5-2449,Sale,34.00,0.00,34.00,0.00,34.00,0.00,34.00,Card,"1 x Honey Chilli Chicken, 1 x Marinated Pan Seared Grilled Chicken (Fries), 2 x Tea (Iced)",Table 3,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:30 PM,5-2448,Sale,76.00,0.00,76.00,0.00,76.00,0.00,76.00,Card,"1 x Marinated Pan Seared Grilled Chicken (White Rice), 1 x Arabiatta (Seafood), 1 x English Breakfast, 1 x Lemon Tea (Iced), 1 x Crusted Chicken Chop Chop (Fries), 1 x Aglio Olio (Chicken), 1 x Mineral Water (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:27 PM,5-2447,Sale,36.00,0.00,36.00,0.00,36.00,0.00,36.00,Cash,"1 x Creamy Curry (Chicken), 1 x Carbonara (Chicken), 1 x Mineral Water (Iced), 1 x Butterscotch Milk (Iced)",Table 6,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:25 PM,5-2446,Sale,3.00,0.00,3.00,0.00,3.00,0.00,3.00,Cash,1 x Tea (Iced),Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:24 PM,5-2445,Sale,27.00,0.00,27.00,0.00,27.00,0.00,27.00,Card,"1 x Creamy Curry (Beef), 1 x Butterscotch Milk (Iced), 1 x Peach Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:21 PM,5-2444,Sale,33.00,0.00,33.00,0.00,33.00,0.00,33.00,Card,"1 x Kinder Bueno Affle, 1 x Married Salted Caramel, 1 x Mineral Water (Iced)",Table 14,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:20 PM,5-2443,Sale,36.00,0.00,36.00,0.00,36.00,0.00,36.00,Cash,"1 x Salted Egg Chicken, 1 x Chamomile, 1 x Mac & Cheese (Chicken)",Table 15,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:18 PM,5-2442,Sale,86.00,0.00,86.00,0.00,86.00,0.00,86.00,Card,"1 x Mac & Cheese (Beef), 1 x Carbonara (Beef), 1 x Aglio Olio (Beef), 1 x Crusted Chicken Chop Chop (Fries), 2 x Teh Tarik (Iced), 2 x Tea (Iced), 1 x Bulgogi Beef Fries",Out 2,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:16 PM,5-2441,Sale,30.00,0.00,30.00,0.00,30.00,0.00,30.00,Cash,"1 x Fried Kuay Teow (Beef), 1 x Honey Chilli Chicken, 1 x Mineral Water (Iced), 1 x Tea (Iced)",Dine in,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:15 PM,5-2440,Sale,26.00,0.00,26.00,0.00,26.00,0.00,26.00,Card,"1 x Creamy Curry (Chicken), 1 x Arabiatta (Chicken)",Table 11,POS 2020,Glaze Eatery,Owner,,,Closed
8/27/20 9:14 PM,5-2439,Sale,44.00,0.00,44.00,0.00,44.00,0.00,44.00,TnGo e-Wallet,"1 x Tom Yam Fried Rice (Seafood), 1 x Crusted Chicken Chop Chop (Fries), 1 x Salted Egg Chicken, 1 x Mineral Water (Iced)",Table 8,POS 2020,Glaze Eatery,Owner,,,Closed
